ResponseId,sample_1,weight_complete_only,weight_complete_partials,Finished,Enter,YearsWorked,NTEE_1,NTEE_2,NTEE_3,NTEE_4,NTEE_5,NTEE_6,NTEE_7,NTEE_8,NTEE_9,NTEE_10,NTEE_11,NTEE_12,NTEE_13,NTEE_14,NTEE_15,NTEE_16,NTEE_17,NTEE_18,NTEE_19,NTEE_20,NTEE_21,NTEE_22,NTEE_23,NTEE_24,NTEE_25,NTEE_26,NTEEconf,GeoAreas_1,GeoAreas_2,GeoAreas_3,GeoAreas_4,GeoAreas_5,GeoAreas_6,GeoAreas_7,GeoAreas_8,GeoAreas_9,RuralUrban_1,RuralUrban_2,RuralUrban_3,RuralUrban_4,ProgDem_1,ProgDem_2,ProgDem_3,ProgDem_4,ProgDem_5,ProgDem_6,ProgDem_7,ProgDem_8,ProgDem_9,ProgDem_10,ProgDem_11,ProgDem_12,ProgDem_13,ProgDem_14,ProgDem_15,ProgDem_16,ProgDem_17,ProgDem_18,ProgDem_19,ProgDem_20,ProgDem_21,PeopleServed_1_1_1,PeopleServed_1_2_1,PeopleServed_2_1_1,PeopleServed_2_2_1,PeopleServed_3_1_1,PeopleServed_3_2_1,MeetDemand,ProgLocations_1,ProgLocations_2,NLocations,LocChanges,Staff_1_1_1,Staff_1_2_1,Staff_1_3_1,Staff_1_4_1,Staff_1_5_1,Staff_1_6_1,Staff_1_7_1,Staff_2_1_1,Staff_2_2_1,Staff_2_3_1,Staff_2_4_1,Staff_2_5_1,Staff_2_6_1,Staff_2_7_1,Staff_3_1_1,Staff_3_2_1,Staff_3_3_1,Staff_3_4_1,Staff_3_5_1,Staff_3_6_1,Staff_3_7_1,Staff_4_1_1,Staff_4_2_1,Staff_4_3_1,Staff_4_4_1,Staff_4_5_1,Staff_4_6_1,Staff_4_7_1,VolImportance,DonImportance,FRpercents_1,FRpercents_2,FRmajgift_1,FRchanges_1_1,FRchanges_1_2,FRchanges_1_3,FRchanges_1_4,FRchanges_1_5,FRchanges_1_6,FRchanges_1_7,FRchanges_1_8,FRchanges_1_9,FRchanges_1_10,FRchanges_1_11,FRchanges_1_12,FRchanges_2_1,FRchanges_2_2,FRchanges_2_3,FRchanges_2_4,FRchanges_2_5,FRchanges_2_6,FRchanges_2_7,FRchanges_2_8,FRchanges_2_9,FRchanges_2_10,FRchanges_2_11,FRchanges_2_12,FY,Funding1_1_1_1,Funding1_1_2_1,Funding1_1_3_1,Funding1_1_4_1,Funding1_1_5_1,Funding1_1_6_1,Funding1_1_7_1,Funding1_1_8_1,Funding1_1_9_1,Funding1_1_10_1,Funding1_2_1_1,Funding1_2_2_1,Funding1_2_3_1,Funding1_2_4_1,Funding1_2_5_1,Funding1_2_6_1,Funding1_2_7_1,Funding1_2_8_1,Funding1_2_9_1,Funding1_2_10_1,Funding2_1_1_1,Funding2_1_2_1,Funding2_1_3_1,Funding2_1_4_1,Funding2_1_5_1,Funding2_1_6_1,Funding2_1_7_1,Funding2_1_8_1,Funding2_1_9_1,Funding2_1_10_1,Funding2_1_11_1,Funding2_1_12_1,Funding2_1_13_1,Funding2_1_14_1,Finances_1_1_1,Finances_1_2_1,Finances_1_3_1,Finances_1_4_1,Finances_1_5_1,Finances_1_6_1,Finances_1_7_1,Finances_1_8_1,Finances_2_1_1,Finances_2_2_1,Finances_2_3_1,Finances_2_4_1,Finances_2_5_1,Finances_2_6_1,Finances_2_7_1,Finances_2_8_1,Finances_3_1_1,Finances_3_2_1,Finances_3_3_1,Finances_3_4_1,Finances_3_5_1,Finances_3_6_1,Finances_3_7_1,Finances_3_8_1,Finances_4_1_1,Finances_4_2_1,Finances_4_3_1,Finances_4_4_1,Finances_4_5_1,Finances_4_6_1,Finances_4_7_1,Finances_4_8_1,CEOrace,CEOgender,BCrace,BCgender,CEOBCdem_1_1,CEOBCdem_1_2,CEOBCdem_2_1,CEOBCdem_2_2,CEOBCdem_3_1,CEOBCdem_3_2,BoardStaffDEM_1_1,BoardStaffDEM_1_2,BoardStaffDEM_1_3,BoardStaffDEM_1_4,BoardStaffDEM_1_5,BoardStaffDEM_1_6,BoardStaffDEM_1_7,BoardStaffDEM_2_1,BoardStaffDEM_2_2,BoardStaffDEM_2_3,BoardStaffDEM_2_4,BoardStaffDEM_2_5,BoardStaffDEM_2_6,BoardStaffDEM_2_7,DemChange,Reserves_1_1_1,Reserves_2_1_1,Reserves_3_1_1,PPP2020,PPP2020b_1_1_1,PPP2020b_2_1_1,PPP2020b_3_1_1,PPP2021,PPP2021b_1,FinanceChanges_1,FinanceChanges_2,FinanceChanges_3,FinanceChanges_4,FinanceChanges_5,FinanceChanges_6,FinanceChanges_7,ProgChanges_1,ProgChanges_2,ProgChanges_3,ProgChanges_4,ProgChanges_5,ProgChanges_6,ProgChanges_7,ProgChanges_8,ProgChanges_9,ProgChanges_10,ProgChanges_11,ProgChanges_12,FRchanges_1,FRchanges_2,FRchanges_3,FRchanges_4,Drawing,PeopleServed_3_1,PeopleServed_3_2,Staff_4_1,Staff_4_2,Staff_4_3,Staff_4_4,Staff_4_5,Staff_4_6,Staff_4_7,Reserves_3_1,StaffChanges_1,StaffChanges_2,StaffChanges_3,StaffChanges_4,StaffChanges_5,StaffChanges_6,StaffChanges_7,StaffChanges_8,StaffChanges_9,StaffChanges_10,OpsChanges_1,OpsChanges_2,OpsChanges_3,OpsChanges_4,OpsChanges_5,OpsChanges_6,Assistance_1,Assistance_2,Assistance_3,Assistance_4,Assistance_5,Assistance_6,Assistance_7,Assistance_8,StaffChanges21_1,StaffChanges21_2,StaffChanges21_3,StaffChanges21_4,StaffChanges21_5,StaffChanges21_6,StaffChanges21_7,StaffChanges21_8,StaffChanges21_98,ExtAffairs_1_1,ExtAffairs_1_2,ExtAffairs_1_3,ExtAffairs_1_4,ExtAffairs_1_5,ExtAffairs_1_6,ExtAffairs_1_7,ExtAffairs_1_8,ExtAffairs_1_9,ExtAffairs_1_10,ExtAffairs_1_11,ExtAffairs_1_12,ExtAffairs_2_1,ExtAffairs_2_2,ExtAffairs_2_3,ExtAffairs_2_4,ExtAffairs_2_5,ExtAffairs_2_6,ExtAffairs_2_7,ExtAffairs_2_8,ExtAffairs_2_9,ExtAffairs_2_10,ExtAffairs_2_11,ExtAffairs_2_12,FullyComplete,lastsection,SizeStrata,SizeStrata1,SizeStrata2,SizeStrata3,SizeStrata4,SizeStrata5,CensusRegion9,CensusRegion4,ntmaj5,subsector,sector1,sector2,sector3,sector4,sector5,MAV_zip_rural,MAV_ziptostate_medHHinc,MAV_ziptostate_LOWinc,mav_ziptostate_medlowinc,MAV_ziptostate_MEDHIGHinc,MAV_ziptostate_HIGHinc,MAV_ziptostate_categories,mainORprog_zip_rural,MAV_Urban_Rural_Oth_NCHS_FORHP,MAV_UrbRurOthNCHSFORHP_UrbanCore,MAV_UrbRurOthNCHSFORHP_NonUrbanC,MAV_UrbRurOthNCHSFORHP_Rural,MAV_Urban_Rural_Oth_cat,mainORprog_ziptostate_LOWinc
R_UAPFrKUaxBIE0OR,0,1.1179973232,1.0752507836,1,1,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,2,0,1,2,0,2,1,1,2,2,2,0,0,0,0,2,2,0,0,1,-99,52000,-99,52000,-99,-99,1,1,1,-99,,1,70,5,50,100,-99,-99,-99,75,5,30,800,-99,-99,-99,75,10,40,200,-99,-99,-99,-99,-99,-99,-99,1,1,-99,2,2,70,30,1000,4,4,4,4,3,4,3,99,3,4,5,5,5,5,5,5,2,5,3,99,5,3,5,3,7,1,1,-99,-99,-99,-99,1,1,1,-99,1,1,-99,-99,-99,-99,1,1,1,-99,-99,-99,1,-99,1,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,5,1,5,2,0,0,0,0,4,4,4,7,2,2,1,1,1,9,10,2,98,4,6,3,1,891725.29554,1284634.061,-99,1,507616.82489,489818.83109,20,0,,0,0,0,0,1,0,-99,1,0,1,1,0,0,0,0,0,1,1,-99,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,5: South Atlantic,3: South,HU,HU,0,0,0,1,0,0,1.2560225725,0,0,1,0,3,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2rG6mqn0inS5r1A,0,0,1.1209447525,0,1,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,99,99,99,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,-99,104,0,68,0,-99,-99,1,1,1,2,0,2,0,25,0,0,0,-99,2,0,20,0,0,0,-99,1,0,22,0,0,0,-99,-99,-99,-99,1,1,1,1,1,2,5,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,"$100,000-$499,999",0,1,0,0,0,5: South Atlantic,3: South,HU,HU,0,0,0,1,0,1,0.5030043125,1,0,0,0,1,1,3-Rural,0,0,1,3-Rural,1
R_3f2sFGCMTJyk03n,0,1.31583871,1.3434251184,1,1,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,700,0,800,0,-99,-99,98,-99,1,1,1,10,1,-99,50,0,1,-99,10,0,-99,50,0,1,-99,12,0,-99,50,0,1,-99,-99,-99,1,-99,-99,-99,-99,3,1,60,40,500,4,3,3,4,99,99,99,3,3,3,98,98,4,3,3,4,99,99,99,3,3,3,98,98,7,1,1,-99,-99,-99,-99,1,1,1,1,1,1,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,494675.8186,-99,-99,30100.42893,1013.3054776,0,-99,-99,511676.14232,-99,-99,40147.451506,3064.8598375,19996.730628,-99,-99,511011.57426,-99,-99,49773.95304,0,20382.086266,-99,-99,-99,1,1,-99,-99,-99,1,1,3,2,5,2,0,0,0,98,5,5,2,9,1,98,2,3,2,7,9,1,98,98,9,1,1,73129.75076,75883.717908,-99,1,50071.800742,48836.675602,0,1,51103.629792,0,1,0,0,0,0,99,0,0,0,1,0,0,0,99,99,0,0,99,1,99,99,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$500,000-$999,999",0,0,1,0,0,5: South Atlantic,3: South,HE,HE,0,0,1,0,0,0,0.6976412535,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_3rOM0bQZ5vsDTH9,0,1.5584772873,1.579675942,1,1,5,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,1,1,1,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6000,-99,7000,-99,-99,-99,1,1,-99,,0,3,4,35,-99,-99,-99,-99,3,4,25,-99,-99,-99,-99,3,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,1,80,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,49244.740203,34642.925881,4924.7298043,-99,16461.089395,-99,-99,-99,49901.544001,34161.753296,9914.7627498,-99,17594.641658,-99,-99,-99,49832.095119,39129.657708,24341.083333,-99,19837.863635,-99,-99,-99,-99,-99,-99,-99,-99,4,2,5,1,0,0,1,0,6,4,1,2,98,98,2,1,1,2,10,98,3,6,5,6,0,81250.051748,99371.710357,-99,1,23083.95311,22043.655491,6,1,22676.004477,0,0,99,99,0,1,-99,0,1,0,1,0,0,0,99,99,99,99,-99,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$500,000-$999,999",0,0,1,0,0,5: South Atlantic,3: South,HE,HE,0,0,1,0,0,1,0.7546531558,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_24qIH6m7QFG8Sdm,0,0.9389978303,0.9249421498,1,1,6,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,1,-99,-99,1,-99,-99,1,-99,-99,1,-99,-99,-99,2,2,1,2,2,2,2,-99,2,2,2,2,2,2,2,2,2,2,2,2,-99,15000,-99,2200,-99,-99,-99,0,1,1,1,1,2,3,150,200,-99,-99,-99,2,1,75,45,-99,-99,-99,2,1,125,75,-99,-99,-99,-99,-99,-99,-99,1,1,-99,2,2,80,20,100,4,3,3,4,98,3,4,3,3,3,3,3,4,4,4,3,98,4,5,4,3,4,3,3,1,-99,1,1,-99,-99,-99,1,1,1,-99,-99,1,1,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,1,1,-99,1,0,5859.4669872,-99,-99,5081.5279834,11890.430533,4911.0455066,35254.896204,24335.643422,2488.8539972,-99,-99,977.5670037,11644.986528,242.58891482,35500.690167,18430.619892,2510.715814,-99,-99,1005.5595719,11798.566323,2536.2792988,35821.065339,-99,-99,-99,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,5,6,1,6,1,2,1,2,1,1,12,1,1,1,1,1,0,101333.62422,141222.77102,-99,1,18847.264201,19744.77024,2,1,17491.138803,1,0,0,1,0,1,-99,0,1,1,0,1,0,0,0,1,1,1,-99,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,5: South Atlantic,3: South,AR,AR,1,0,0,0,0,1,1.0177323818,0,0,1,0,3,1,3-Rural,0,0,1,3-Rural,0
R_09slZTHPoyg2dkR,0,0,1.0752507836,0,1,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,0,0,1,1,1,99,1,1,99,2,1,2,2,2,1,1,1,99,99,99,-99,200,-99,300,150,-99,-99,0,1,1,1,1,10,4,50,1200,4,3,-99,10,2,50,40,4,3,-99,8,4,50,40,3,2,-99,-99,-99,-99,-99,-99,-99,-99,2,3,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$1 million-$9,999,999",0,0,0,1,0,5: South Atlantic,3: South,HU,HU,0,0,0,1,0,0,1.7523335218,0,0,0,1,4,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
R_2cimYXFriPoKWEJ,1,0,1.0080722869,0,1,3,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,1800,99,1000,99,,,1,1,-99,,1,2,0,10,-99,-99,-99,-99,2,1,10,-99,-99,-99,-99,2,1,10,-99,-99,-99,-99,,,,,,,,99,1,80,20,100,4,4,4,4,98,3,99,99,99,99,99,99,3,3,3,3,98,3,99,99,99,99,99,99,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,0,0,0,8042.0415042,0,0,0,-99,0,0,0,8108.6809113,0,0,0,-99,0,0,0,8087.6272577,0,0,0,-99,1,1,1,-99,1,1,1,1,5,1,5,2,0,0,0,0,3,3,1,7,98,1,1,1,1,1,7,98,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,1,-99,-99,-99,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,"$100,000-$499,999",0,1,0,0,0,5: South Atlantic,3: South,ED,ED,0,1,0,0,0,0,0.6511933208,0,1,0,0,2,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
R_0VNGRGj12oUHTH3,1,1.1286224357,1.2378373325,1,1,8,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,1,1,-99,-99,1,1,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,200,0,200,0,,,1,-99,1,1,1,0,0,40,10,0,0,0,0,0,40,10,0,0,0,0,1,40,10,0,0,0,,,,,,,,1,1,50,50,500,3,3,3,3,99,3,3,3,99,3,5,99,3,3,3,3,99,3,3,4,99,3,2,99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,61012.907061,-99,0,0,-99,-99,-99,-99,59961.142775,-99,29380.739481,0,-99,-99,-99,-99,58382.633894,-99,29625.336611,0,-99,1,1,1,-99,1,-99,-99,-99,5,1,5,1,0,0,0,0,6,6,1,3,1,1,1,1,1,1,2,1,1,1,1,1,0,346374.45223,411798.92816,,0,,,,0,,0,0,99,99,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,-99,-99,-99,-99,-99,-99,-99,3,3,4,4,1,3,3,3,1,1,3,1,3,3,4,4,1,3,3,3,1,1,3,1,1,,"<$100,000",1,0,0,0,0,5: South Atlantic,3: South,OT,OT,0,0,0,0,1,0,2.5677855015,0,0,0,1,4,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
R_9HTHCva8KOG2tpv,0,0.9633389814,0.9957101964,1,1,12,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,2,1,2,0,0,1,0,1,2,2,2,2,2,2,0,0,2,2,0,-99,325,13,309,45,-99,-99,1,1,1,1,1,2,2,110,25,0,0,-99,3,1,95,15,0,1,-99,3,1,80,20,0,1,-99,-99,-99,-99,-99,-99,-99,-99,1,2,63,37,2000,3,4,3,1,98,3,99,99,5,3,3,3,4,5,4,4,98,3,99,99,3,5,4,4,7,1,1,1,-99,-99,-99,1,1,1,1,1,1,1,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,1,1,1,1,-99,-99,1,-99,-99,-99,0,3016.7365214,0,39980.383313,33394.882662,24892.327211,6128.7824558,-99,10114.656904,1301.5103535,0,42618.928738,28311.574368,25237.048803,0,-99,9960.0044814,2502.8939667,0,53951.201276,28041.250199,24494.427665,1459.7731688,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,2,5,1,0,0,0,0,5,5,2,7,98,1,2,4,1,11,9,98,1,5,4,1,1,19733.052043,51296.210712,-99,1,19173.777388,18253.132384,4,0,,0,0,99,99,0,0,-99,0,0,1,0,1,1,0,0,1,1,1,-99,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,5: South Atlantic,3: South,ED,ED,0,1,0,0,0,,,,,,,,0,,,,,,0
R_2pKLaB8rWWWTS51,0,0,0.7917968734,0,1,31,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,1,-99,-99,1,0,1,1,1,1,1,1,1,1,-99,1,1,1,-99,1,1,1,-99,-99,-99,-99,-99,-99,1,1,1,1,1,-99,-99,-99,-99,-99,1,-99,1600000,-99,1400000,-99,-99,1,1,-99,1,2,1,12,10,13,-99,-99,-99,20,10,10,13,-99,-99,-99,20,12,10,13,-99,-99,-99,20,-99,-99,-99,1,1,1,-99,3,4,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$1 million-$9,999,999",0,0,0,1,0,5: South Atlantic,3: South,AR,AR,1,0,0,0,0,0,2.020960331,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2CJSA5ShFq4roUh,0,0,1.2904762883,1,1,28,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,,0,10,0,-99,-99,-99,1,-99,10,1,-99,-99,-99,1,-99,12,1,-99,-99,-99,1,-99,-99,-99,1,1,1,-99,-99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-99,1,1,-99,1,-99,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,1,5,1,0,0,0,0,6,4,3,2,1,1,3,10,-99,3,7,1,1,2,-99,-99,1,-99,-99,-99,0,,,,0,,0,0,0,0,0,-99,-99,1,0,0,98,-99,0,0,0,0,99,99,99,0,0,0,-99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,"$1 million-$9,999,999",0,0,0,1,0,5: South Atlantic,3: South,HE,HE,0,0,1,0,0,0,0.459896028,1,0,0,0,1,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",1
R_3n309lOdV5NBRkR,0,1.1149291296,1.1356987626,1,1,13,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,1,-99,1,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,0,2,1,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,-99,-99,-99,-99,-99,1,1,1,-99,1,2,1,3,1,60,20,0,2,-99,4,1,60,20,0,2,-99,1,2,75,20,0,2,-99,-99,-99,-99,-99,-99,-99,-99,1,4,10,90,1000,3,3,3,4,99,3,3,99,4,3,3,3,4,3,4,3,99,3,3,99,4,4,4,4,7,1,-99,1,-99,-99,-99,1,1,1,-99,1,-99,1,1,-99,-99,1,1,1,-99,1,-99,-99,-99,1,-99,1,-99,-99,-99,1,-99,-99,-99,-99,9806.7804627,-99,10244.469899,59042.350306,-99,59275.240424,-99,54208.869951,15116.047748,-99,6965.3433456,74675.733548,14809.467852,86129.122789,-99,44231.344381,20497.263459,-99,7039.603968,35004.113017,9906.7177158,54906.184105,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,5,4,6,7,2,1,1,2,10,4,12,1,1,1,1,10,1,118852.82915,120400.40337,-99,1,53985.735714,54198.120934,4,1,32912.962859,0,0,0,0,0,1,-99,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,5: South Atlantic,3: South,OT,OT,0,0,0,0,1,0,2.6398468018,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
